Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,Founded,category
Arya,Agritech,Series A to Series H,6000000.0,Noida,2020,unknown,Technology
Leap Finance,Fintech,unknown,5500000.0,Bangalore,2020,unknown,Technology
Sleepy Owl,Beverages,unknown,111909478.7413793,Delhi,2020,2016.0,Food & Agriculture
Tricog,Healthtech,Series A to Series H,10500000.0,Bangalore,2020,2015.0,Technology
GogoBus,Travel tech,unknown,111909478.7413793,Delhi,2020,unknown,Technology
Trell,Social e-commerce,Early Stage,4000000.0,Bangalore,2020,2016.0,E-Commerce & Marketplace
Spaciya Consultants,Real Estate,Early Stage,500000.0,Noida,2020,unknown,Real Estate $ Property
Bounce,Automotive and Rentals,unknown,6500000.0,Bangalore,2020,2014.0,Autommotive $ Transportation
Neeman,Ecommerce,Early Stage,1000000.0,unknown,2020,2017.0,E-Commerce & Marketplace
Chqbook,Fintech,Series A to Series H,5000000.0,Gurugram,2020,2017.0,Technology
SMEcorner,Fintech,Series A to Series H,30000000.0,Mumbai,2020,2014.0,Technology
Oda Class,Edtech,Early Stage,111909478.7413793,Bangalore,2020,unknown,Technology
Spinny,E-tail,Series A to Series H,43700000.0,Haryana,2020,2015.0,Other
goStops,Accomodation,unknown,111909478.7413793,Delhi,2020,2012.0,Other
Umeed Housing,Fintech,Series A to Series H,23000000.0,Haryana,2020,unknown,Technology
Vogo,Automotive,Series A to Series H,20000000.0,Bangalore,2020,2016.0,Autommotive $ Transportation
Flick Stree,AI & Media,Series A to Series H,3000000.0,Mumbai,2020,unknown,Other
Qure ai,Healthtech,unknown,16000000.0,Mumbai,2020,2016.0,Technology
MinionLabs,Machine Learning,unknown,111909478.7413793,Bangalore,2020,unknown,Other
Josh Talks,Media,Early Stage,1500000.0,Haryana,2020,2015.0,Other
PhoneParLoan,Fintech,unknown,111909478.7413793,Delhi,2020,2015.0,Technology
RailYatri,Travel,unknown,13800000.0,Noida,2020,2011.0,Other
AjnaLens,Deeptech,Early Stage,1500000.0,Thane,2020,2014.0,Technology
Pepper,Content Marktplace,Early Stage,306900.0,Mumbai,2020,2017.0,Other
Rupeek,Fintech,unknown,30000000.0,Bangalore,2020,2015.0,Technology
iMerit,IT,Series A to Series H,20000000.0,Kolkata,2020,2012.0,Other
BharatPe,Fintech,Series A to Series H,75000000.0,Delhi,2020,2018.0,Technology
Invideo,Visual Media,unknown,2500000.0,unknown,2020,unknown,Other
AvalonMeta,Edtech,unknown,420000.0,unknown,2020,2017.0,Technology
Near Store,Ecommerce,Early Stage,300000.0,Mumbai,2020,unknown,E-Commerce & Marketplace
ElecTorq,Automobile,unknown,111909478.7413793,Delhi,2020,unknown,Autommotive $ Transportation
Prayaan Capital,Fintech,Early Stage,1200000.0,Chennai,2020,unknown,Technology
Sanfe,Hygiene,Early Stage,1100000.0,Delhi,2020,unknown,Other
Go Desi,Foodtech,Early Stage,627300.0,Delhi,2020,2018.0,Technology
Swiggy,Foodtech,Series A to Series H,113000000.0,Bangalore,2020,2014.0,Technology
Whatfix,SaaS,Series A to Series H,32000000.0,Banglore,2020,2014.0,Other
Unacademy,Edtech,Series A to Series H,110000000.0,Bangalore,2020,2010.0,Technology
Zvesta,Proptech,unknown,5500000.0,Gurugram,2020,2015.0,Technology
Dunzo,Logistics,unknown,11000000.0,Bangalore,2020,2014.0,Autommotive $ Transportation
Digit Insurance,Insurtech,unknown,340000.0,Bangalore,2020,unknown,Technology
Yolo,Transport,Early Stage,600000.0,Gurugram,2020,2019.0,Autommotive $ Transportation
SmartVizX,VR & SaaS,Early Stage,1397000.0,unknown,2020,2015.0,Other
MaxWholesale,Ecommerce,Series A to Series H,3000000.0,Delhi,2020,2016.0,E-Commerce & Marketplace
Carbon Clean,Cleantech,unknown,16000000.0,unknown,2020,2009.0,Technology
Onsitego,Sales & Services,Series A to Series H,19000000.0,unknown,2020,unknown,Consulting & Services
Genius Corner,Edtech,unknown,250000.0,Noida,2020,2014.0,Technology
PlanetSpark,Edtech,unknown,448500.0,Gurugram,2020,2016.0,Technology
CamCom,AI & Deep learning,unknown,111909478.7413793,Bangalore,2020,2017.0,Other
Simsim,Social Commerce,Series A to Series H,8000000.0,Bangalore,2020,unknown,E-Commerce & Marketplace
Shuttl,Transport,Series A to Series H,7975700.0,Delhi,2020,2015.0,Autommotive $ Transportation
HooLiv,Housing & Rentals,unknown,111909478.7413793,Delhi,2020,unknown,Other
ClassMonitor,Edtech,unknown,111909478.7413793,Indore,2020,unknown,Technology
Friyey,Co-working,unknown,111909478.7413793,Pune,2020,unknown,Other
Oga,Fitness,unknown,330000.0,Bangalore,2020,unknown,Other
Big Basket,Estore,unknown,3500000.0,Bangalore,2020,unknown,Other
CYFIRMA,SaaS,Series A to Series H,111909478.7413793,Bangalore,2020,unknown,Other
Innoviti,nan,unknown,5000000.0,Bangalore,2020,unknown,Other
Paytm money,Fintech,unknown,5600000.0,Bangalore,2020,2010.0,Technology
Vedantu,Edtech,Series A to Series H,24000000.0,Bangalore,2020,unknown,Technology
Yap,Fintech,unknown,1402000.0,Chennai,2020,unknown,Technology
Clover,Agritech,Series A to Series H,5500000.0,Bangalore,2020,unknown,Technology
Nova Credit,Fintech,Series A to Series H,50000000.0,unknown,2020,unknown,Technology
CodingNinjas,Edtech,Series A to Series H,5200000.0,Delhi,2020,2016.0,Technology
Furlenco,Ecommerce,Series A to Series H,2200000.0,Bangalore,2020,2011.0,E-Commerce & Marketplace
Brick&Bolt,nan,Early Stage,1500000.0,Bangalore,2020,2018.0,Other
HempStreet,Healthtech,Early Stage,1000000.0,unknown,2020,2019.0,Technology
MoEngage,Marketing,Series A to Series H,25000000.0,Bangalore,2020,unknown,E-Commerce & Marketplace
Classplus,Edtech,Early Stage,2500000.0,unknown,2020,2018.0,Technology
Chaayos,Beverages,unknown,21500000.0,unknown,2020,2012.0,Food & Agriculture
PetPooja,SaaS,unknown,2000000.0,Ahmedabad,2020,2011.0,Other
Altor,Tech,unknown,111909478.7413793,unknown,2020,unknown,Technology
Pepperfry,E-market,Series A to Series H,40000000.0,Mumbai,2020,2013.0,E-Commerce & Marketplace
FirstCry,E-market,Series A to Series H,296000000.0,Pune,2020,2010.0,E-Commerce & Marketplace
Byju,Edtech,unknown,200000000.0,unknown,2020,2011.0,Technology
Waycool,Agritech,Series A to Series H,32000000.0,Chennai,2020,2015.0,Technology
WorkIndia,HR tech,unknown,6000000.0,unknown,2020,unknown,Technology
Qyuki,Media,unknown,3500000.0,Mumbai,2020,unknown,Other
Leap India,Agritech,Series A to Series H,30000000.0,Coimbatore,2020,unknown,Technology
Picxy,Media,unknown,250000.0,Hyderabad,2020,unknown,Other
Krimanshi,Agritech,unknown,20000.0,Jodhpur,2020,unknown,Technology
NEETprep,Edtech,unknown,111909478.7413793,Delhi,2020,unknown,Technology
Dot Pvt. Ltd,Fintech,Early Stage,8000000.0,Gurugram,2020,unknown,Technology
Kuku FM,Media,Series A to Series H,5500000.0,Mumbai,2020,unknown,Other
SuperMoney,Fintech,Early Stage,1000000.0,Mumbai,2020,2018.0,Technology
Rebel Foods,Food tech,unknown,4900000.0,unknown,2020,unknown,Technology
AlphaVector,E tailor,unknown,111909478.7413793,Bangalore,2020,2015.0,Other
Fox Capital,Fintech,unknown,2500000.0,Jaipur,2020,2019.0,Technology
Tribe Theory,Accomodation,unknown,3500000.0,Bangalore,2020,unknown,Other
Fleetx,SaaS,Series A to Series H,1402400.0,unknown,2020,unknown,Other
Embibe,Edtech,unknown,12618300.0,Mumbai,2020,unknown,Technology
Entri,Edtech,Early Stage,1400000.0,Kochi,2020,2017.0,Technology
Oye! Rickshaw,E-mobility,Series A to Series H,10000000.0,unknown,2020,unknown,Other
Seal Professional,Edtech,Early Stage,111909478.7413793,Bangalore,2020,2012.0,Technology
Sprinng Foods,Food,unknown,111909478.7413793,Mumbai,2020,unknown,Food & Agriculture
1MG,Healthtech,unknown,9900000.0,Gurugram,2020,2015.0,Technology
Aagey,Fintech,unknown,111909478.7413793,Bangalore,2020,unknown,Technology
Doubtnut,Edtech,Series A to Series H,15000000.0,Gurugram,2020,2017.0,Technology
AdonMo,Ad-tech,unknown,3000000.0,Bangalore,2020,2017.0,Technology
RACEnergy,E-mobility,Early Stage,111909478.7413793,unknown,2020,2018.0,Other
BharatPe,Fintech,unknown,100000000.0,Delhi,2020,2018.0,Technology
Kisan Network,Agritech,Early Stage,3000000.0,Gurugram,2020,2015.0,Technology
Vogo,Automotive,Series A to Series H,35000000.0,Bangalore,2020,2016.0,Autommotive $ Transportation
Unotech,SaaS,unknown,2000000.0,Mumbai,2020,2011.0,Other
Zetwerk,Marketplace,unknown,2200000.0,Bangalore,2020,2018.0,E-Commerce & Marketplace
CureSkin,Healthtech,unknown,500000.0,Bangalore,2020,2017.0,Technology
WizKlub,Edtech,Early Stage,982530.0,Bangalore,2020,2018.0,Technology
Interviewbit,Edtech,Series A to Series H,200000000.0,Pune,2020,2014.0,Technology
MoneyTap,Fintech,Series A to Series H,70185200.0,unknown,2020,2016.0,Technology
Uniplatform Tech,SaaS,unknown,111909478.7413793,Delhi,2020,2015.0,Other
INdwealth,Fintech,Series A to Series H,12000000.0,Gurugram,2020,unknown,Technology
Bizongo,Marketplace,Series A to Series H,30000000.0,Mumbai,2020,2015.0,E-Commerce & Marketplace
AppsFlyer,SaaS,Series A to Series H,210000000.0,Bangalore,2020,2011.0,Other
Digit Insurance,Insurtech,unknown,84000000.0,Bangalore,2020,unknown,Technology
Livspace,Interior Design,Series A to Series H,60000000.0,Bangalore,2020,2014.0,Other
GetVantage,Fintech,Early Stage,111909478.7413793,Mumbai,2020,unknown,Technology
Konfinity,Edtech,unknown,111909478.7413793,Noida,2020,2018.0,Technology
Pine Labs,Fintech,unknown,111909478.7413793,Noida,2020,unknown,Technology
Instoried,SaaS,unknown,111909478.7413793,Delhi,2020,unknown,Other
Nupay,Neo-banking,unknown,111909478.7413793,Haryana,2020,unknown,Finance $ Banking
LogiNext,Transport Automation,Series A to Series H,39000000.0,unknown,2020,unknown,Autommotive $ Transportation
Samosa Singh,Food,Series A to Series H,2700000.0,Bangalore,2020,2016.0,Food & Agriculture
Crysta,Healthtech,Early Stage,1403400.0,Delhi,2020,2018.0,Technology
Eupheus Learning,Edtech,Series A to Series H,4300000.0,New Delhi,2020,2017.0,Technology
Bounce,Automotive and Rentals,Series A to Series H,105000000.0,Bangalore,2020,2014.0,Autommotive $ Transportation
Park+,Techonology,unknown,11000000.0,unknown,2020,unknown,Technology
Goodmylk,Dairy,Early Stage,400000.0,Bangalore,2020,2017.0,Other
SmartKarrot,SaaS,unknown,1000000.0,unknown,2020,2019.0,Other
Skylo,IoT,Series A to Series H,103000000.0,unknown,2020,2017.0,Other
Tea Trunk,Beverage,unknown,220000.0,Goa,2020,2013.0,Food & Agriculture
Zoomcar,Transport & Rentals,Series A to Series H,30000000.0,Bangalore,2020,2013.0,Autommotive $ Transportation
Mera Cashier,Fintech,Early Stage,250000.0,Noida,2020,2019.0,Technology
Samya AI,SaaS,Early Stage,6000000.0,unknown,2020,2019.0,Other
Kristal AI,AI,Series A to Series H,6000000.0,unknown,2020,2016.0,Other
Invento Robotics,AI Robotics,Early Stage,281300.0,unknown,2020,unknown,Other
Zimyo,HR tech,unknown,111909478.7413793,Gurugram,2020,2018.0,Technology
Sabse Sasta Dukaan,Pharmaceutical,unknown,111909478.7413793,Kolkata,2020,2016.0,Other
Fitphilia,Healthtech,unknown,111909478.7413793,Mumbai,2020,unknown,Technology
Medicus,Healthtech,unknown,12700.0,Mumbai,2020,unknown,Technology
Monech,Fintech,Early Stage,12700.0,Mumbai,2020,unknown,Technology
Teach Us,Edtech,Early Stage,12700.0,unknown,2020,unknown,Technology
Dealberg,B2B marketplace,unknown,111909478.7413793,Bangalore,2020,unknown,E-Commerce & Marketplace
Phenom People,HR tech,Series A to Series H,30000000.0,unknown,2020,2010.0,Technology
Extra Edge,Edtech,Early Stage,700000.0,Pune,2020,unknown,Technology
Capital Quotient,Fintech,unknown,600000.0,Bangalore,2020,2016.0,Technology
Karfa,Ecommerce,Early Stage,25000.0,Delhi,2020,unknown,E-Commerce & Marketplace
Gamerji,Gaming,unknown,400000.0,unknown,2020,2019.0,Other
Bounce,Automotive and Rentals,Series A to Series H,97500000.0,Bangalore,2020,2014.0,Autommotive $ Transportation
Zinier,Automation,Series A to Series H,90000000.0,Bangalore,2020,2015.0,Autommotive $ Transportation
ProEves,Preschool Daycare,Early Stage,507000.0,Delhi,2020,2016.0,Other
Toddle,nan,unknown,111909478.7413793,Bengaluru,2020,unknown,Other
Aesthetic Nutrition,Food diet,Early Stage,111909478.7413793,unknown,2020,2018.0,Food & Agriculture
Ninjacart,B2B Agritech,Series A to Series H,10000000.0,Bangalore,2020,2015.0,Technology
TechnifyBiz,B2B Agritech,Early Stage,2000000.0,unknown,2020,2017.0,Technology
Wysh,E-connect,Series A to Series H,2000000.0,Hyderabad,2020,2019.0,Other
Keito,AI,Early Stage,160000.0,Pune,2020,2016.0,Other
Klub,Fintech,Early Stage,2000000.0,unknown,2020,2019.0,Technology
Aadhar,Ecommerce,Early Stage,111909478.7413793,Mumbai,2020,2017.0,E-Commerce & Marketplace
IncubateHub,Tech hub,unknown,111909478.7413793,Bengaluru,2020,unknown,Technology
Rage Coffee,FMCG,unknown,111909478.7413793,Delhi,2020,unknown,Other
Skilancer,Technology,unknown,111909478.7413793,Noida,2020,unknown,Technology
Harappa Education,Edtech,unknown,111909478.7413793,New Delhi,2020,unknown,Technology
Rheo,Entertainment,unknown,2000000.0,unknown,2020,unknown,Other
Axio Biosolutions,Medtech,Series A to Series H,5200000.0,Bangalore,2020,unknown,Technology
Techbooze,Consultancy,Series A to Series H,15000000.0,unknown,2020,unknown,Consulting & Services
PayMart,Fintech,unknown,111909478.7413793,Chandigarh,2020,2015.0,Technology
Testbook,Edtech,Series A to Series H,8400000.0,unknown,2020,unknown,Technology
FabAlley,Ecommerce,unknown,1100000.0,Noida,2020,2012.0,E-Commerce & Marketplace
HaikuJAM,nan,unknown,3400000.0,unknown,2020,unknown,Other
Mamaearth,Ecommerce,Series A to Series H,18300000.0,unknown,2020,unknown,E-Commerce & Marketplace
Rentomojo,Rental,unknown,2000000.0,unknown,2020,2014.0,Other
Zomato,Foodtech,unknown,150000000.0,unknown,2020,unknown,Technology
Generico,Pharmacy,unknown,1400000.0,Mumbai,2020,unknown,Other
HighRadius,SaaS,Series A to Series H,125000000.0,Hyderabad,2020,2016.0,Other
Chai Kings,Beverage,unknown,1000000.0,Chennai,2020,unknown,Food & Agriculture
Rivigo,Logistics,Series A to Series H,3400000.0,Gurugram,2020,2014.0,Autommotive $ Transportation
BuildPan,SaaS,Early Stage,111909478.7413793,Indore,2020,2019.0,Other
Shiksha,Edtech,unknown,181000.0,unknown,2020,2008.0,Technology
Super Surfaces,Deisgning,Series A to Series H,500000.0,Hyderabad,2020,unknown,Other
Quicko,Taxation,unknown,280000.0,Ahmedabad,2020,unknown,Other
Satin Creditcare,Fintech,unknown,15000000.0,Gurgaon,2020,unknown,Technology
XpressBees,Logistics,unknown,10000000.0,unknown,2020,2015.0,Autommotive $ Transportation
FarmERP,Agritech,Series A to Series H,111909478.7413793,Pune,2020,2001.0,Technology
Wealth Bucket,Fintech,unknown,3000000.0,unknown,2020,2018.0,Technology
GoMechanic,Automobile Technology,Series A to Series H,14700000.0,Delhi,2020,2016.0,Technology
Fashor,Fashion,Early Stage,1000000.0,Chennai,2020,2017.0,Other
Leverage Edu,Edtech,unknown,1500000.0,Delhi,2020,unknown,Technology
EpiFi,Fintech,Early Stage,13200000.0,unknown,2020,unknown,Technology
Purplle,Cosmetics,unknown,8000000.0,Mumbai,2020,2012.0,Other
Shuttl,Transport,Series A to Series H,8043000.0,Delhi,2020,2015.0,Autommotive $ Transportation
Pando,Logitech,Series A to Series H,9000000.0,Chennai,2020,2017.0,Technology
Unbox Robotics,AI startup,Early Stage,1200000.0,Bangalore,2021,2019.0,Other
upGrad,EdTech,unknown,120000000.0,Mumbai,2021,2015.0,Technology
Lead School,EdTech,Series A to Series H,30000000.0,Mumbai,2021,2012.0,Technology
Bizongo,B2B E-commerce,Series A to Series H,51000000.0,Mumbai,2021,2015.0,E-Commerce & Marketplace
FypMoney,FinTech,Early Stage,2000000.0,Gurugram,2021,2021.0,Technology
Urban Company,Home services,unknown,188000000.0,New Delhi,2021,2014.0,Consulting & Services
Comofi Medtech,HealthTech,unknown,200000.0,Bangalore,2021,2018.0,Technology
Qube Health,HealthTech,Early Stage,0.0,Mumbai,2021,2016.0,Technology
Vitra.ai,Tech Startup,unknown,0.0,Bangalore,2021,2020.0,Technology
Taikee,E-commerce,unknown,1000000.0,Mumbai,2021,2010.0,E-Commerce & Marketplace
Fitterfly,HealthTech,Early Stage,3000000.0,Mumbai,2021,2016.0,Technology
FreeStand,B2B service,unknown,100000.0,New Delhi,2021,2017.0,Other
MyDentalPlan,Helathcare,Early Stage,700000.0,Bangalore,2021,2014.0,Other
Freyr Energy,Renewable Energy,unknown,2000000.0,Hyderabad,2021,2014.0,Other
DealShare,E-commerce,unknown,9000000.0,Jaipur,2021,2018.0,E-Commerce & Marketplace
Tessolve,Electronics,unknown,40000000.0,Bangalore,2021,1993.0,Other
Smart Joules,Renewable Energy,unknown,49000000.0,New Delhi,2021,2014.0,Other
ORAI,IT startup,Early Stage,400000.0,Bangalore,2021,2020.0,Other
ixamBee,EdTech,Early Stage,300000.0,New Delhi,2021,2016.0,Technology
CoinSwitch Kuber,FinTech,Series A to Series H,25000000.0,Bangalore,2021,2017.0,Technology
Razorpay,FinTech,Series A to Series H,160000000.0,Bangalore,2021,2014.0,Technology
Uable,EdTech,Early Stage,0.0,Bangalore,2021,2020.0,Technology
ZFW Hospitality,Food & Beverages,Early Stage,150000.0,New Delhi,2021,2015.0,Food & Agriculture
Optimized Electrotech,Aeorspace,Early Stage,1800000.0,Ahmadabad,2021,2017.0,Other
Northern Arc,FinTech,unknown,5000000.0,Chennai,2021,2008.0,Technology
Chara,Deep Tech,Early Stage,850000.0,Bangalore,2021,2019.0,Technology
Sirona Hygiene,HealthTech,Series A to Series H,3000000.0,New Delhi,2021,2015.0,Technology
Pristyn Care,HealthTech,Series A to Series H,53000000.0,Gurugram,2021,2018.0,Technology
TrulyMadly,Dating,Early Stage,2000000.0,New Delhi,2021,2013.0,Other
Vidyakul,EdTech,Early Stage,500000.0,unknown,2021,2018.0,Technology
Jambox Games,Gaming,Early Stage,1100000.0,Bangalore,2021,2021.0,Other
Miko,Robotics,unknown,6000000.0,Mumbai,2021,2015.0,Other
TagZ Foods,Food,Early Stage,500000.0,Bangalore,2021,2019.0,Food & Agriculture
Fuel Buddy,Oil and Energy,unknown,1000000.0,New Delhi,2021,2017.0,Other
M1xchange,FinTech,unknown,10000000.0,Gurugram,2021,2017.0,Technology
Spintly,Tech Startup,unknown,500000.0,Goa,2021,2017.0,Technology
EF Polymer,AgriTech,unknown,200000.0,Rajsamand,2021,2018.0,Technology
boAt,Electronics,unknown,6000000.0,New Delhi,2021,2016.0,Other
TruNativ,Food & Beverages,Early Stage,0.0,Mumbai,2021,2019.0,Food & Agriculture
iBus,Telecommuncation,unknown,21000000.0,Bangalore,2021,2010.0,Other
Puresh Daily,Milk startup,Early Stage,100000.0,Ranchi,2021,2019.0,Other
LearnVern,EdTech,unknown,1000000.0,Ahmadabad,2021,2016.0,Technology
LimeChat,AI Chatbot,Early Stage,7500000.0,Faridabad,2021,2020.0,Other
Dybo,IT,Early Stage,100000.0,Bangalore,2021,2019.0,Other
moEVing,Logistics,Early Stage,1000000.0,Gurugram,2021,2021.0,Autommotive $ Transportation
WeWork India,Hospitality,unknown,26000000.0,Bangalore,2021,2017.0,Other
Solethreads,Fashion,Series A to Series H,1000000.0,Gurugram,2021,2018.0,Other
Beldara,E-commerce,unknown,7400000.0,Mumbai,2021,2018.0,E-Commerce & Marketplace
CredFlow,FinTech,Early Stage,2000000.0,New Delhi,2021,2020.0,Technology
Do Your Thng,Marketing,unknown,1500000.0,Gurugram,2021,2018.0,E-Commerce & Marketplace
Oye Rickshaw,Transportation,unknown,3000000.0,Gurugram,2021,2017.0,Autommotive $ Transportation
Legitquest,LegalTech,unknown,600000.0,New Delhi,2021,2017.0,Technology
Swiggy,Food delivery,unknown,800000000.0,Bangalore,2021,2014.0,Food & Agriculture
AntWak,EdTech,Early Stage,0.0,Bangalore,2021,2019.0,Technology
PlayShifu,EdTech,Series A to Series H,17000000.0,Bangalore,2021,2016.0,Technology
Pitstop,Automotive,Early Stage,3500000.0,Bangalore,2021,2015.0,Autommotive $ Transportation
Lendingkart,FinTech,Later Stage,15000000.0,Gujarat,2021,1999.0,Technology
CRED,FinTech,Series A to Series H,215000000.0,Bangalore,2021,2018.0,Technology
Karnival,SaaS startup,Early Stage,2500000.0,Bangalore,2021,2015.0,Other
PharmEasy,HealthTech,Series A to Series H,350000000.0,Mumbai,2021,2015.0,Technology
WESS,Renewable Energy,Early Stage,2000000.0,Mumbai,2021,1989.0,Other
ShopSe,FinTech,unknown,5500000.0,Mumbai,2021,2020.0,Technology
Fantasy Akhada,Fantasy sports,unknown,600000.0,Gurugram,2021,2020.0,Other
Rage Coffee,Food & Beverages,Early Stage,0.0,New Delhi,2021,2018.0,Food & Agriculture
Groww,FinTech,Series A to Series H,83000000.0,Bangalore,2021,2017.0,Technology
Avanti Finance,FinTech,Series A to Series H,26000000.0,Bangalore,2021,2016.0,Technology
Kudos,FinTech,Early Stage,0.0,Pune,2021,2014.0,Technology
OfBusiness,FinTech,unknown,110000000.0,Gurugram,2021,2015.0,Technology
Superpro.ai,Video communication,Early Stage,3000000.0,Bangalore,2021,2019.0,Other
ShareChat,Social Media,unknown,500000000.0,Bangalore,2021,2015.0,Other
WiT-ACE,Skill development,Early Stage,1000000.0,Gurugram,2021,2020.0,Other
Spinny,Retail,Series A to Series H,65000000.0,Gurugram,2021,2015.0,Other
Alteria Capital,FinTech,Later Stage,150000000000.0,Mumbai,2021,2018.0,Technology
Safexpay,FinTech,unknown,6000000.0,Thane,2021,2017.0,Technology
PumPumPum,Rental,Early Stage,700000.0,Gurugram,2021,2018.0,Other
Speciale Invest,FinTech,unknown,10000000.0,Bangalore,2021,2017.0,Technology
Eunimart,E-commerce,Early Stage,700000.0,Hyderabad,2021,2016.0,E-Commerce & Marketplace
Meesho,E-commerce,unknown,300000000.0,Bangalore,2021,2015.0,E-Commerce & Marketplace
CareerLabs,EdTech,unknown,2200000.0,Bangalore,2021,2019.0,Technology
Uable,EdTech,Early Stage,35000000.0,Bangalore,2021,2020.0,Technology
Zoko,Tech Startup,Early Stage,140000000.0,Bangalore,2021,2016.0,Technology
GetWork,Recruitment,Early Stage,200000.0,Gurugram,2021,2019.0,Other
Easebuzz,E-commerce,Series A to Series H,4000000.0,Pune,2021,2015.0,E-Commerce & Marketplace
Chingari,Social Media,unknown,13000000.0,Bangalore,2021,2018.0,Other
DusMinute,Retail,Early Stage,1100000.0,Bangalore,2021,2017.0,Other
Onsurity,HealthCare,unknown,111909478.7413793,Bangalore,2021,2020.0,Healthcare
Karbon Card,FinTech,unknown,111909478.7413793,Bangalore,2021,2019.0,Technology
Factors.AI,SaaS startup,unknown,2000000.0,Bangalore,2021,2020.0,Other
Elevar,Sports,unknown,2000000.0,Mumbai,2021,2017.0,Other
Studio Sirah,Computer Games,unknown,800000.0,Bangalore,2021,2020.0,Other
OTO Capital,FinTech,unknown,6000000.0,Mumbai,2021,2018.0,Technology
1Bridge,Consumer Goods,unknown,2500000.0,Bangalore,2021,2016.0,Other
Skeps,FinTech,unknown,9500000.0,Gurugram,2021,2018.0,Technology
Curefoods,Food & Beverages,unknown,13000000.0,Bangalore,2021,2020.0,Food & Agriculture
TartanSense,Information Technology,unknown,5000000.0,Bangalore,2021,2015.0,Technology
Bewakoof,Apparel & Fashion,unknown,8000000.0,Mumbai,2021,2012.0,Other
Kirana247,Logistics & Supply Chain,unknown,1000000.0,New Delhi,2021,2018.0,Autommotive $ Transportation
NeoDocs,Healthtech,unknown,111909478.7413793,Mumbai,2021,2020.0,Technology
IsGoingOnline,Retail,unknown,200000.0,Cochin,2021,2015.0,Other
Camp K12,EdTech,unknown,12000000.0,Gurugram,2021,2010.0,Technology
Elda Health,Healthcare,unknown,1500000.0,Bangalore,2021,2020.0,Healthcare
Sporjo,SportsTech,unknown,2000000.0,Mumbai,2021,2020.0,Technology
Advantage Club,HRTech,unknown,1700000.0,Mumbai,2021,2014.0,Technology
SuperGaming,Gaming,unknown,5500000.0,Pune,2021,2017.0,Other
Ruptok,FinTech,unknown,1000000.0,New Delhi,2021,2020.0,Technology
TartanSense,Information Technology,Series A to Series H,5000000.0,Bangalore,2021,2015.0,Technology
Kirana247,Logistics & Supply Chain,Early Stage,1000000.0,New Delhi,2021,2018.0,Autommotive $ Transportation
NeoDocs,Healthtech,Early Stage,111909478.7413793,Mumbai,2021,2020.0,Technology
IsGoingOnline,Retail,Early Stage,200000.0,Cochin,2021,2015.0,Other
Camp K12,EdTech,Series A to Series H,12000000.0,Gurugram,2021,2010.0,Technology
Elda Health,Healthcare,Early Stage,1500000.0,Bangalore,2021,2020.0,Healthcare
Sporjo,SportsTech,Early Stage,2000000.0,Mumbai,2021,2020.0,Technology
SuperGaming,Gaming,Series A to Series H,5500000.0,Pune,2021,2017.0,Other
O’ Be Cocktails,Wine & Spirits,unknown,400000.0,Bangalore,2021,2019.0,Other
Zetwerk,Mechanical & Industrial Engineering,Series A to Series H,150000000.0,Bangalore,2021,2018.0,Other
AppsForBharat,Spiritual,Early Stage,4000000.0,Bangalore,2021,2020.0,Other
Imagimake,Consumer Goods,unknown,111909478.7413793,Mumbai,2021,2011.0,Other
Khatabook,Financial Services,Series A to Series H,100000000.0,Bangalore,2021,2018.0,Consulting & Services
Smytten,Consumer Goods,Series A to Series H,6000000.0,Gurugram,2021,2015.0,Other
Syook,Industrial Automation,Series A to Series H,1000000.0,Bangalore,2021,2016.0,Autommotive $ Transportation
Akudo,FinTech,Early Stage,111909478.7413793,Bangalore,2021,2020.0,Technology
NOTO,Consumer Goods,Early Stage,500000.0,Mumbai,2021,2019.0,Other
Lumiq,Information Technology,Early Stage,2000000.0,Noida,2021,2013.0,Technology
CommerceUp,Information Technology,Early Stage,111909478.7413793,Gurugram,2021,2018.0,Technology
Breathe Well-being,Health,Series A to Series H,5500000.0,Gurugram,2021,2015.0,Healthcare
Hike,Information Technology,unknown,111909478.7413793,New Delhi,2021,2012.0,Technology
House of Kieraya,Lifestyle,unknown,15000000.0,Bangalore,2021,2013.0,Other
goEgoNetwork,Automotive,unknown,2000000.0,Pune,2021,2019.0,Autommotive $ Transportation
Probus,IoT,Later Stage,500000.0,New Delhi,2021,2017.0,Other
DrinkPrime,Consumer Goods,unknown,1000000.0,Bangalore,2021,2016.0,Other
Smart Express,Logistics,Early Stage,10000000.0,Mumbai,2021,unknown,Autommotive $ Transportation
Smallcase,FinTech,Series A to Series H,40000000.0,Bangalore,2021,2015.0,Technology
SATYA MicroCapital,Banking,unknown,10000000.0,New Delhi,2021,2017.0,Finance $ Banking
Snack Amor,Food & Beverages,unknown,111909478.7413793,Mumbai,2021,2014.0,Food & Agriculture
Postman,Computer software,Series A to Series H,225000000.0,Bangalore,2021,2014.0,Technology
Hashnode,Computer software,Series A to Series H,6700000.0,Bangalore,2021,2016.0,Technology
RACEnergy,Automotive,Early Stage,1300000.0,Hyderabad,2021,2018.0,Autommotive $ Transportation
BharatPe,FinTech,Later Stage,20000000.0,New Delhi,2021,2018.0,Technology
Gyde,Computer software,Early Stage,250000.0,Pune,2021,2019.0,Technology
